DATA VENDA,PRODUTO,VALOR,ESTADO,REGIÃO
2018-08-25,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2018-08-25,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-08-25,Jetta, R$ 94190.00 ,Maranhão,Nordeste
2018-08-25,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-08-25,Saveiro, R$ 47490.00 ,Santa Catarina,Sul
2018-08-25,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-08-25,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-08-26,Saveiro, R$ 47490.00 ,Paraná,Sul
2018-08-26,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-08-26,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-08-26,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2018-08-26,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-08-26,Fox, R$ 54750.00 ,Pará,Norte
2018-08-26,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-08-26,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-08-26,Jetta, R$ 94190.00 ,Acre,Norte
2018-08-26,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-08-26,SpaceFox, R$ 59160.00 ,Amazonas,Norte
2018-08-26,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2018-08-26,Gol, R$ 42990.00 ,Amazonas,Norte
2018-08-26,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-08-27,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-08-27,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-08-27,Saveiro, R$ 47490.00 ,Alagoas,Nordeste
2018-08-27,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2018-08-27,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-08-28,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-08-28,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-08-28,Fox, R$ 54750.00 ,Paraná,Sul
2018-08-28,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-08-28,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2018-08-28,Fox, R$ 54750.00 ,Ceará,Nordeste
2018-08-28,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-08-28,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-08-28,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-08-28,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-08-29,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-08-29,Gol, R$ 42990.00 ,Amazonas,Norte
2018-08-29,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-08-29,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-08-29,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-08-29,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-08-29,Fox, R$ 54750.00 ,Maranhão,Nordeste
2018-08-29,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-08-29,Gol, R$ 42990.00 ,Tocantins,Norte
2018-08-29,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-08-29,Fox, R$ 54750.00 ,Santa Catarina,Sul
2018-08-29,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-08-29,Fox, R$ 54750.00 ,Tocantins,Norte
2018-08-29,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2018-08-29,Fox, R$ 54750.00 ,Amazonas,Norte
2018-08-29,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2018-08-30,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2018-08-30,SpaceFox, R$ 59160.00 ,Rio Grande do Norte,Nordeste
2018-08-30,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2018-08-30,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-08-30,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2018-08-30,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-08-30,Up!, R$ 37990.00 ,Mato Grosso do Sul,Centro-Oeste
2018-08-30,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2018-08-30,Up!, R$ 37990.00 ,Amapá,Norte
2018-08-30,Fox, R$ 54750.00 ,Paraná,Sul
2018-08-30,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2018-08-30,Gol, R$ 42990.00 ,Acre,Norte
2018-08-30,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-08-31,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-08-31,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-08-31,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2018-08-31,SpaceFox, R$ 59160.00 ,Alagoas,Nordeste
2018-08-31,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2018-08-31,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-08-31,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-08-31,Saveiro, R$ 47490.00 ,Paraná,Sul
2018-08-31,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-08-31,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-08-31,Gol, R$ 42990.00 ,Piauí,Nordeste
2018-08-31,Voyage, R$ 49990.00 ,Maranhão,Nordeste
2018-08-31,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-08-31,Voyage, R$ 49990.00 ,Mato Grosso do Sul,Centro-Oeste
2018-08-31,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-08-31,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-08-31,Up!, R$ 37990.00 ,Amazonas,Norte
2018-09-01,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-09-01,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-09-01,Gol, R$ 42990.00 ,Ceará,Nordeste
2018-09-01,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-01,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2018-09-01,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2018-09-01,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2018-09-01,Up!, R$ 37990.00 ,Ceará,Nordeste
2018-09-01,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-09-01,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2018-09-01,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-02,Up!, R$ 37990.00 ,Acre,Norte
2018-09-02,Up!, R$ 37990.00 ,Ceará,Nordeste
2018-09-02,Gol, R$ 42990.00 ,Tocantins,Norte
2018-09-02,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-09-02,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-02,Gol, R$ 42990.00 ,Santa Catarina,Sul
2018-09-02,Fox, R$ 54750.00 ,Rondônia,Norte
2018-09-02,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2018-09-02,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-02,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-09-02,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2018-09-02,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-02,Gol, R$ 42990.00 ,Tocantins,Norte
2018-09-02,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-02,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-02,Jetta, R$ 94190.00 ,Amapá,Norte
2018-09-02,Jetta, R$ 94190.00 ,Ceará,Nordeste
2018-09-02,Saveiro, R$ 47490.00 ,Roraima,Norte
2018-09-03,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-03,Up!, R$ 37990.00 ,Sergipe,Nordeste
2018-09-03,Fox, R$ 54750.00 ,Piauí,Nordeste
2018-09-03,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-09-03,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-03,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2018-09-03,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-03,SpaceFox, R$ 59160.00 ,Bahia,Nordeste
2018-09-03,Up!, R$ 37990.00 ,Paraná,Sul
2018-09-03,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2018-09-03,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-04,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-09-04,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-04,Saveiro, R$ 47490.00 ,Piauí,Nordeste
2018-09-04,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-04,SpaceFox, R$ 59160.00 ,Minas Gerais,Sudeste
2018-09-04,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-04,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-09-04,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2018-09-04,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-04,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2018-09-04,Gol, R$ 42990.00 ,Pará,Norte
2018-09-05,Saveiro, R$ 47490.00 ,Tocantins,Norte
2018-09-05,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2018-09-05,Gol, R$ 42990.00 ,Piauí,Nordeste
2018-09-05,Up!, R$ 37990.00 ,Roraima,Norte
2018-09-05,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-09-05,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2018-09-05,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-05,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-05,Gol, R$ 42990.00 ,Ceará,Nordeste
2018-09-05,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2018-09-06,Up!, R$ 37990.00 ,Maranhão,Nordeste
2018-09-06,Gol, R$ 42990.00 ,Paraná,Sul
2018-09-06,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2018-09-06,Jetta, R$ 94190.00 ,Espírito Santo,Sudeste
2018-09-06,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-06,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2018-09-06,Saveiro, R$ 47490.00 ,Santa Catarina,Sul
2018-09-06,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2018-09-06,Gol, R$ 42990.00 ,Acre,Norte
2018-09-06,Gol, R$ 42990.00 ,Tocantins,Norte
2018-09-06,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-06,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2018-09-07,Voyage, R$ 49990.00 ,Amazonas,Norte
2018-09-07,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-07,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2018-09-07,Jetta, R$ 94190.00 ,Santa Catarina,Sul
2018-09-07,Gol, R$ 42990.00 ,Bahia,Nordeste
2018-09-07,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-09-07,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2018-09-07,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-07,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-07,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-09-07,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2018-09-08,Gol, R$ 42990.00 ,Ceará,Nordeste
2018-09-08,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-09-08,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-08,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2018-09-08,Voyage, R$ 49990.00 ,Bahia,Nordeste
2018-09-08,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-09-08,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-08,Fox, R$ 54750.00 ,Bahia,Nordeste
2018-09-08,Voyage, R$ 49990.00 ,Amazonas,Norte
2018-09-08,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2018-09-08,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-09-08,Gol, R$ 42990.00 ,Paraíba,Nordeste
2018-09-08,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-08,Up!, R$ 37990.00 ,Amapá,Norte
2018-09-09,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-09,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-09-09,Saveiro, R$ 47490.00 ,Paraíba,Nordeste
2018-09-09,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2018-09-09,Gol, R$ 42990.00 ,Ceará,Nordeste
2018-09-09,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-09,Up!, R$ 37990.00 ,Paraná,Sul
2018-09-09,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-09,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-09,Up!, R$ 37990.00 ,Amapá,Norte
2018-09-09,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-09-09,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-10,Fox, R$ 54750.00 ,Tocantins,Norte
2018-09-10,Voyage, R$ 49990.00 ,Rondônia,Norte
2018-09-10,Voyage, R$ 49990.00 ,Roraima,Norte
2018-09-10,Fox, R$ 54750.00 ,Piauí,Nordeste
2018-09-10,Gol, R$ 42990.00 ,Paraíba,Nordeste
2018-09-10,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2018-09-10,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2018-09-10,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2018-09-10,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-10,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-09-10,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-09-10,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2018-09-10,Gol, R$ 42990.00 ,Alagoas,Nordeste
2018-09-10,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2018-09-11,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-11,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-11,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-09-11,SpaceFox, R$ 59160.00 ,Santa Catarina,Sul
2018-09-11,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-11,Saveiro, R$ 47490.00 ,Rondônia,Norte
2018-09-11,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2018-09-11,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-12,Up!, R$ 37990.00 ,Amazonas,Norte
2018-09-12,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2018-09-12,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-09-12,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-09-12,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2018-09-12,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-12,Fox, R$ 54750.00 ,Mato Grosso,Centro-Oeste
2018-09-12,Saveiro, R$ 47490.00 ,Ceará,Nordeste
2018-09-12,Up!, R$ 37990.00 ,Amazonas,Norte
2018-09-12,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-09-12,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2018-09-12,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-12,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-09-12,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-12,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2018-09-12,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-09-12,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2018-09-13,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-09-13,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2018-09-13,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-09-13,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-09-13,Voyage, R$ 49990.00 ,Pará,Norte
2018-09-13,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-13,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-09-13,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2018-09-14,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-14,Gol, R$ 42990.00 ,Paraná,Sul
2018-09-14,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-14,Fox, R$ 54750.00 ,Amazonas,Norte
2018-09-14,Gol, R$ 42990.00 ,Piauí,Nordeste
2018-09-14,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-14,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2018-09-14,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-15,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-15,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2018-09-15,SpaceFox, R$ 59160.00 ,Minas Gerais,Sudeste
2018-09-15,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2018-09-15,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-09-15,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-15,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2018-09-15,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-15,Gol, R$ 42990.00 ,Bahia,Nordeste
2018-09-15,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2018-09-15,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-15,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-15,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-15,Up!, R$ 37990.00 ,Alagoas,Nordeste
2018-09-15,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2018-09-15,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2018-09-16,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-09-16,Saveiro, R$ 47490.00 ,Pará,Norte
2018-09-16,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-16,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-16,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2018-09-16,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-09-16,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-16,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-16,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2018-09-16,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2018-09-16,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-09-16,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-09-16,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-09-16,Up!, R$ 37990.00 ,Amapá,Norte
2018-09-16,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2018-09-16,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-17,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-17,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2018-09-17,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2018-09-17,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2018-09-17,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-09-17,Jetta, R$ 94190.00 ,Santa Catarina,Sul
2018-09-17,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-17,Jetta, R$ 94190.00 ,Santa Catarina,Sul
2018-09-17,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-17,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-17,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-17,Up!, R$ 37990.00 ,Paraná,Sul
2018-09-17,Saveiro, R$ 47490.00 ,Santa Catarina,Sul
2018-09-18,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2018-09-18,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2018-09-18,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2018-09-18,Gol, R$ 42990.00 ,Piauí,Nordeste
2018-09-18,Fox, R$ 54750.00 ,Rio Grande do Norte,Nordeste
2018-09-18,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2018-09-18,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-18,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-18,Gol, R$ 42990.00 ,Acre,Norte
2018-09-18,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2018-09-18,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2018-09-18,Voyage, R$ 49990.00 ,Pará,Norte
2018-09-18,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2018-09-18,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-18,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2018-09-18,Gol, R$ 42990.00 ,Amapá,Norte
2018-09-18,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2018-09-19,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2018-09-19,Saveiro, R$ 47490.00 ,Ceará,Nordeste
2018-09-19,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-09-19,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-09-19,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2018-09-19,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2018-09-19,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-19,SpaceFox, R$ 59160.00 ,Minas Gerais,Sudeste
2018-09-19,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2018-09-19,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-19,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-09-19,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2018-09-19,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2018-09-19,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-09-20,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-20,Up!, R$ 37990.00 ,Acre,Norte
2018-09-20,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-09-20,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2018-09-20,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-20,Fox, R$ 54750.00 ,São Paulo,Sudeste
2018-09-20,Up!, R$ 37990.00 ,Acre,Norte
2018-09-20,Gol, R$ 42990.00 ,Rondônia,Norte
2018-09-20,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2018-09-20,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2018-09-21,Voyage, R$ 49990.00 ,Paraná,Sul
2018-09-21,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2018-09-21,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2018-09-21,Fox, R$ 54750.00 ,Tocantins,Norte
2018-09-21,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2018-09-21,Up!, R$ 37990.00 ,Tocantins,Norte
2018-09-21,Up!, R$ 37990.00 ,Maranhão,Nordeste
2018-09-21,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-21,Up!, R$ 37990.00 ,Piauí,Nordeste
2018-09-22,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-09-22,Up!, R$ 37990.00 ,São Paulo,Sudeste
2018-09-22,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2018-09-22,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2018-09-22,Jetta, R$ 94190.00 ,Maranhão,Nordeste
2018-09-22,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2018-09-22,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2018-09-22,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2018-09-22,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-22,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2018-09-22,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2018-09-22,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-22,Gol, R$ 42990.00 ,Maranhão,Nordeste
2018-09-22,Up!, R$ 37990.00 ,Acre,Norte
2018-09-23,Up!, R$ 37990.00 ,Amapá,Norte
2018-09-23,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-23,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-23,Gol, R$ 42990.00 ,Ceará,Nordeste
2018-09-23,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-23,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2018-09-23,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2018-09-23,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-23,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-09-23,Saveiro, R$ 47490.00 ,Rio Grande do Norte,Nordeste
2018-09-23,Gol, R$ 42990.00 ,Santa Catarina,Sul
2018-09-23,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-23,Jetta, R$ 94190.00 ,Minas Gerais,Sudeste
2018-09-23,Gol, R$ 42990.00 ,Paraíba,Nordeste
2018-09-23,Gol, R$ 42990.00 ,Amapá,Norte
2018-09-23,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-23,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-09-23,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2018-09-23,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2018-09-23,Jetta, R$ 94190.00 ,Espírito Santo,Sudeste
2018-09-23,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2018-09-23,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-23,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-24,Up!, R$ 37990.00 ,Paraná,Sul
2018-09-24,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2018-09-24,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2018-09-24,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2018-09-24,Up!, R$ 37990.00 ,Amapá,Norte
2018-09-24,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2018-09-24,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2018-09-24,Gol, R$ 42990.00 ,São Paulo,Sudeste
2018-09-24,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2018-09-24,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
